episode,rating,votes
1080.0,8.9,5018.0
1081.0,9.0,6071.0
1082.0,8.4,5909.0
1083.0,8.0,3560.0
1084.0,7.9,3396.0
1085.0,8.5,3582.0
1086.0,9.1,4713.0
1087.0,9.3,5467.0
1088.0,9.2,6043.0
1089.0,9.6,35874.0
1090.0,8.4,5035.0
1091.0,8.2,4061.0
1092.0,8.4,3974.0
1093.0,9.6,18491.0
1094.0,8.0,3633.0
1095.0,8.0,3475.0
1096.0,8.9,4354.0
1097.0,8.7,3645.0
1098.0,8.4,3157.0
1099.0,8.5,3344.0
1100.0,9.7,34172.0
1101.0,9.6,18845.0
1102.0,8.1,2858.0
1103.0,8.5,3264.0
1104.0,8.8,3230.0
1105.0,8.3,2881.0
1106.0,7.8,3271.0
1107.0,7.4,3023.0
1108.0,7.6,3097.0
1109.0,9.2,7936.0
1110.0,8.1,3110.0
1111.0,8.4,2866.0
1112.0,9.7,33541.0
1113.0,8.3,3284.0
1114.0,9.7,22976.0
1115.0,9.7,17136.0
1116.0,8.3,2962.0
1117.0,8.1,2734.0
1118.0,9.0,4586.0
1119.0,9.5,8993.0
1120.0,8.7,3888.0
1121.0,9.5,15526.0
1122.0,9.7,17562.0
1123.0,9.0,6835.0
1124.0,8.6,6013.0
1125.0,9.5,8420.0
1126.0,9.0,6305.0
1127.0,9.6,10532.0
1128.0,9.7,12241.0
1129.0,9.6,9007.0
1130.0,9.6,9045.0
1131.0,9.1,5596.0
1132.0,9.4,5636.0
1133.0,9.2,5248.0
1134.0,9.2,5243.0
1135.0,9.3,6212.0
1136.0,9.8,45713.0
1137.0,9.7,17774.0
1138.0,8.0,6530.0
1139.0,8.3,5014.0
1140.0,8.9,6310.0
1141.0,8.6,4975.0
1142.0,9.0,4969.0
1143.0,8.9,4949.0
1144.0,9.7,19406.0
1145.0,8.8,4587.0
1146.0,8.7,3412.0
1147.0,8.0,3150.0
1148.0,8.6,3099.0
1149.0,9.3,3722.0
1150.0,8.6,3350.0
1151.0,9.6,7478.0
1152.0,9.7,6722.0
1153.0,9.8,9416.0
1154.0,9.0,2639.0
1155.0,9.4,3447.0
